Address: /EmotiBit/0/EDA, Values: (4.441012859344482, 4.441012859344482)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982,)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.489698886871338)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.489698886871338)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.489698886871338)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.49550199508667)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.49550199508667)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.489698886871338)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578,)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.49550199508667)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.504220008850098)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.51883602142334)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178,)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178, 4.536489009857178)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.560251235961914)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914, 4.560251235961914)
Address: /EmotiBit/0/EDA, Values: (4.563257217407227, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914,)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.551314830780029)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.551314830780029,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.548354148864746, 4.548354148864746)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387,)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.536489009857178)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.539463996887207)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251, 4.52471399307251)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251,)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.530579090118408)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.533545970916748)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748,)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748, 4.533545970916748)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.530579090118408)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.52471399307251)
Address: /EmotiBit/0/EDA, Values: (4.515888214111328,)
Address: /EmotiBit/0/EDA, Values: (4.521759033203125, 4.52471399307251)
Address: /EmotiBit/0/EDA, Values: (4.51883602142334, 4.515888214111328)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.521759033203125, 4.51883602142334)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.507123947143555)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256,)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256, 4.501290798187256)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256,)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555, 4.504220008850098)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555, 4.507123947143555)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.501290798187256)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.481037139892578)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861, 4.460935115814209)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.463782787322998, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861, 4.463782787322998, 4.463782787322998)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.460935115814209, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.472379207611084, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.481037139892578)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256, 4.504220008850098)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.501290798187256)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.507123947143555)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555,)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.507123947143555, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
